"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.861828542E0,-3.590171407E-1,2.993774414E-4,3.994841488E-1,5.371042563E-1
2.871883542E0,-3.266625962E-1,-1.092435300E-1,3.121524382E-1,4.648459371E-1
2.881938542E0,-3.177685426E-1,-2.223690265E-1,1.534204320E-1,4.170883115E-1
2.891993542E0,-3.002268957E-1,-2.330577368E-1,-1.161722979E-2,3.802460487E-1
2.902048542E0,-3.078662829E-1,-1.366798353E-1,-1.562118928E-1,3.713020078E-1
2.912103542E0,-2.834749152E-1,-9.218252420E-2,-2.076767095E-1,3.632977580E-1
2.922158542E0,-2.121719210E-1,-9.321514249E-2,-1.979949264E-1,3.048080998E-1
2.932212542E0,-1.080759872E-1,-2.549152136E-2,-2.235776643E-1,2.496341496E-1
2.942267542E0,-4.170175731E-2,6.286107659E-2,-3.141744053E-1,3.231038664E-1
2.952322542E0,1.059272817E-1,4.824128330E-2,-3.028483486E-1,3.244455774E-1
